Event,Site,Date,UTCTime,White,Black,WhiteElo,BlackElo,Result
Rated Blitz game,https://lichess.org/yBsTGMsM,2023.07.03,17:24:43,MysticPawn,Oliverw-w,1717,1723,1-0
Rated Blitz game,https://lichess.org/v6inKoDt,2023.07.03,14:00:49,Oliverw-w,Picard-Iteration3,1717,1705,1-0
Rated Blitz game,https://lichess.org/4ojMkL3x,2023.07.03,10:28:38,Socke1904,Oliverw-w,1710,1723,1-0
Rated Blitz game,https://lichess.org/fPtZfZ3L,2023.07.03,10:22:03,Artemprosto,Oliverw-w,1735,1729,1-0
Rated Blitz game,https://lichess.org/8Jk9JRPj,2023.07.01,20:17:14,Oliverw-w,liochessi,1723,1756,1-0
Rated Blitz game,https://lichess.org/HdSUMX5W,2023.07.01,19:37:08,Da_Daniel,Oliverw-w,1693,1717,0-1
Rated Blitz game,https://lichess.org/XafXO2oa,2023.07.01,19:28:38,nurse1400,Oliverw-w,1725,1723,1-0
Rated Blitz game,https://lichess.org/TL80UyRs,2023.07.01,16:33:02,Oliverw-w,dscsrcs,1728,1778,0-1
Rated Blitz game,https://lichess.org/wdedu6RC,2023.07.01,16:26:59,Oliverw-w,boner420,1722,1724,1-0
Rated Blitz game,https://lichess.org/uc1BzN0p,2023.07.01,16:18:00,khayre,Oliverw-w,1596,1730,1-0
Rated Blitz game,https://lichess.org/W9fqyyB2,2023.07.01,15:14:18,Oliverw-w,RavenEatsYou_s,1724,1711,1-0
Rated Blitz game,https://lichess.org/6tHSnSuN,2023.06.30,16:59:55,Gregpol,Oliverw-w,1752,1730,1-0
Rated Blitz game,https://lichess.org/FUqYojb1,2023.06.30,16:49:45,Oliverw-w,Vercingetorix13,1724,1736,1-0
Rated Blitz game,https://lichess.org/vN3Vy4oV,2023.06.30,11:39:28,Hannibald,Oliverw-w,1819,1728,1-0
Rated Blitz game,https://lichess.org/tPanwO05,2023.06.29,17:24:37,ajedrezsiempre2023,Oliverw-w,1792,1721,0-1
Rated Blitz game,https://lichess.org/ELPVvfVu,2023.06.29,17:18:21,Oliverw-w,tocador,1728,1682,0-1
Rated Blitz game,https://lichess.org/UzvfBdgU,2023.06.29,17:11:36,Oliverw-w,miqmiq,1722,1725,1-0
Rated Blitz game,https://lichess.org/xKkYxand,2023.06.28,22:30:02,Oliverw-w,pawn2queen5,1716,1725,1-0
Rated Blitz game,https://lichess.org/1yaxcUH9,2023.06.28,22:18:28,haavold,Oliverw-w,1720,1716,1/2-1/2
Rated Blitz game,https://lichess.org/LJwyX92v,2023.06.28,22:09:47,champofthenight,Oliverw-w,1759,1721,1-0
Rated Blitz game,https://lichess.org/3MJRmjtS,2023.06.28,22:01:51,Umawi,Oliverw-w,1809,1725,1-0
Rated Blitz game,https://lichess.org/pnIQ3T1O,2023.06.28,19:42:35,Oliverw-w,Doinkster,1719,1766,1-0
Rated Blitz game,https://lichess.org/r8967L9v,2023.06.28,19:32:02,Oliverw-w,radious,1724,1782,0-1
Rated Blitz game,https://lichess.org/lRmVRIau,2023.06.26,19:33:44,hardheaded101,Oliverw-w,1723,1718,0-1
Rated Blitz game,https://lichess.org/nTXIA2jC,2023.06.26,19:06:16,Niryamo,Oliverw-w,1696,1712,0-1
Rated Blitz game,https://lichess.org/tUipcsKS,2023.06.26,08:33:58,Oliverw-w,kiana_shf,1707,1716,1-0
Rated Blitz game,https://lichess.org/JBa2b7DI,2023.06.26,07:07:01,Oliverw-w,Alpaka_Hunter,1713,1699,0-1
Rated Blitz game,https://lichess.org/DarCFAza,2023.06.25,20:53:57,Oliverw-w,Klasi,1717,1807,0-1
Rated Blitz game,https://lichess.org/kgYtkIKj,2023.06.25,20:44:41,mx_fo,Oliverw-w,1707,1723,1-0
Rated Blitz game,https://lichess.org/jGeUUafg,2023.06.25,16:10:40,mohamed-ragab153,Oliverw-w,1699,1717,0-1
Rated Blitz game,https://lichess.org/TC4sIf2J,2023.06.25,15:38:51,manand1979,Oliverw-w,1795,1722,1-0
Rated Blitz game,https://lichess.org/rjZ8FZWn,2023.06.25,14:34:40,Oliverw-w,MademoiselleColette,1716,1716,1-0
Rated Blitz game,https://lichess.org/W9O73US6,2023.06.25,14:30:55,Oliverw-w,Emretasc,1722,1707,0-1
Rated Blitz game,https://lichess.org/yB3vBIps,2023.06.25,10:46:08,subhra2k6,Oliverw-w,1711,1728,1-0
Casual Bullet game,https://lichess.org/kCj1dpDi,2023.06.24,20:59:07,Chizho_A1exandr,Oliverw-w,2472,1834,1-0
Casual Bullet game,https://lichess.org/rQ6MZybX,2023.06.24,20:57:25,Oliverw-w,Chizho_A1exandr,1834,2472,0-1
Casual Bullet game,https://lichess.org/pl8pkI2l,2023.06.24,20:55:14,Chizho_A1exandr,Oliverw-w,2472,1834,1-0
Casual Bullet game,https://lichess.org/KrMV3KqI,2023.06.24,20:53:25,Oliverw-w,Chizho_A1exandr,1834,2472,1-0
Casual Bullet game,https://lichess.org/8kVW4o96,2023.06.24,20:51:25,Chizho_A1exandr,Oliverw-w,2472,1834,1-0
Rated Bullet game,https://lichess.org/aG3Rqord,2023.06.24,20:48:48,Oliverw-w,Erebo29,1826,1777,1-0
Rated Bullet game,https://lichess.org/huxYjBWg,2023.06.24,20:46:36,Oliverw-w,engneer,1818,1817,1-0
Rated Blitz game,https://lichess.org/BFNVTtSK,2023.06.24,20:41:40,imedmn,Oliverw-w,1619,1724,0-1
Rated Blitz game,https://lichess.org/BEVr7Lcl,2023.06.24,20:21:13,Oliverw-w,siul001,1719,1700,1-0
Rated Blitz game,https://lichess.org/IIAPac5q,2023.06.24,20:20:10,deni1963,Oliverw-w,1705,1713,0-1
Rated Bullet game,https://lichess.org/fAKYXxlv,2023.06.24,18:08:03,kingarmstring,Oliverw-w,1756,1810,0-1
Rated Bullet game,https://lichess.org/uud2mJiw,2023.06.24,18:07:15,Oliverw-w,Rama26,1800,1809,1-0
Rated Blitz game,https://lichess.org/DU0L7BKf,2023.06.24,18:04:45,Wilsom12345,Oliverw-w,1724,1707,0-1
Rated Blitz game,https://lichess.org/vu75UUYs,2023.06.24,18:00:56,Oliverw-w,loicweber,1701,1745,1-0
Rated Blitz game,https://lichess.org/mC4J4sUb,2023.06.24,17:54:13,balouloov,Oliverw-w,1678,1695,0-1
Rated Blitz game,https://lichess.org/HNeTasIv,2023.06.24,17:50:01,LaserMate,Oliverw-w,1618,1702,1-0
Rated Blitz game,https://lichess.org/X1GWx7yQ,2023.06.24,09:19:52,Oliverw-w,komplexash,1698,1628,1-0
Rated Blitz game,https://lichess.org/i91tMfe9,2023.06.24,09:15:36,Arman45,Oliverw-w,1668,1692,0-1
Rated Blitz game,https://lichess.org/8I0UuWWa,2023.06.24,09:12:45,Oliverw-w,goniec12345,1698,1721,0-1
Rated Blitz game,https://lichess.org/nMCSSf6I,2023.06.24,07:25:24,Oliverw-w,vladnaz3000,1692,1686,1-0
Rated Blitz game,https://lichess.org/Mzw4jxWA,2023.06.23,22:25:46,kadirreis14,Oliverw-w,1668,1698,1-0
Rated Blitz game,https://lichess.org/QpUoVUoM,2023.06.23,22:22:22,Oliverw-w,kadirreis14,1705,1661,0-1
Rated Blitz game,https://lichess.org/S9DKVjFJ,2023.06.23,22:13:23,Ezkimeloo-21,Oliverw-w,1692,1711,1-0
Rated Blitz game,https://lichess.org/0EWkVHG1,2023.06.23,18:56:12,MARCIN18896,Oliverw-w,1698,1705,0-1
Rated Blitz game,https://lichess.org/2IBP7Ufc,2023.06.23,18:55:47,Oliverw-w,okkeys123,1699,1720,1-0
Rated Blitz game,https://lichess.org/47oN02cF,2023.06.23,18:50:58,ashrf100,Oliverw-w,1694,1705,1-0
Rated Blitz game,https://lichess.org/U1IOnpmR,2023.06.22,22:31:29,Oliverw-w,rpsteffens,1710,1768,0-1
Rated Blitz game,https://lichess.org/1YfkuRUl,2023.06.22,18:31:01,Oliverw-w,deuof,1704,1705,1-0
Rated Blitz game,https://lichess.org/Hw9gYIFB,2023.06.21,18:50:46,malevitch,Oliverw-w,1733,1709,1-0
Rated Blitz game,https://lichess.org/HukIM1Nk,2023.06.20,20:13:59,Oliverw-w,desandreas,1704,1692,1-0
Rated Blitz game,https://lichess.org/HXvehNCw,2023.06.20,17:00:53,GunnarJohn,Oliverw-w,1702,1698,0-1
Rated Blitz game,https://lichess.org/xOvuZ3NU,2023.06.20,06:33:45,Oliverw-w,CroCoeur,1692,1716,1-0
Rated Blitz game,https://lichess.org/azMNrIAP,2023.06.20,06:25:43,Oliverw-w,SkepticStarStuff,1698,1665,0-1
Rated Blitz game,https://lichess.org/hjDBExx7,2023.06.20,06:19:27,Sashaka,Oliverw-w,1746,1692,0-1
Rated Blitz game,https://lichess.org/HoXA8qcT,2023.06.20,06:15:32,Xavitopp,Oliverw-w,1714,1685,0-1
Rated Blitz game,https://lichess.org/Yhna3FUe,2023.06.19,21:51:58,Oliverw-w,FearMyPetBeaver,1692,1626,0-1
Rated Blitz game,https://lichess.org/4oTN52Lq,2023.06.19,18:38:02,Gardeliano36,Oliverw-w,1665,1698,1-0
Rated Blitz game,https://lichess.org/BwF5HF6K,2023.06.19,18:27:59,Oliverw-w,esmin_g,1698,1692,1/2-1/2
Rated Blitz game,https://lichess.org/csHw7m06,2023.06.19,18:20:21,Richiec89,Oliverw-w,1711,1704,1-0
Rated Blitz game,https://lichess.org/3qd6z9EZ,2023.06.19,15:00:18,Oliverw-w,ania0501,1708,1811,0-1
Rated Blitz game,https://lichess.org/Si2vm5sV,2023.06.19,14:50:40,Ramirami,Oliverw-w,1722,1713,1-0
Rated Blitz game,https://lichess.org/AcR8CdEu,2023.06.19,14:04:49,Kletzmanovic,Oliverw-w,1722,1707,0-1
Rated Blitz game,https://lichess.org/N4mfpzr1,2023.06.19,13:16:17,Oliverw-w,Adg01,1714,1674,0-1
Rated Blitz game,https://lichess.org/E1PDEkFy,2023.06.19,13:10:21,shekosalam,Oliverw-w,1797,1707,0-1
Rated Blitz game,https://lichess.org/ANdosDQX,2023.06.19,11:15:33,Oliverw-w,AFernandez1961,1712,1723,0-1
Rated Blitz game,https://lichess.org/BzQTKhgV,2023.06.19,08:20:16,ArtistBY,Oliverw-w,1762,1711,1/2-1/2
Rated Blitz game,https://lichess.org/bj2VJBVy,2023.06.18,20:38:56,Oliverw-w,caravelfilmes,1718,1689,0-1
Rated Blitz game,https://lichess.org/vSKMOi97,2023.06.18,17:05:15,Hizenchess,Oliverw-w,1722,1712,0-1
Rated Blitz game,https://lichess.org/9DUYN0wo,2023.06.17,15:14:23,Oliverw-w,Pal05,1717,1722,0-1
Rated Blitz game,https://lichess.org/gKb8vQGg,2023.06.17,15:06:33,Oliverw-w,bbq12306,1723,1734,0-1
Rated Blitz game,https://lichess.org/vhF9e5wh,2023.06.17,15:02:22,Manu729,Oliverw-w,1711,1717,0-1
Rated Blitz game,https://lichess.org/Aa0she0Q,2023.06.17,13:29:10,Oliverw-w,j913r,1713,1615,1-0
Rated Blitz game,https://lichess.org/NY5tlPQm,2023.06.17,13:19:24,Brunovb,Oliverw-w,1674,1719,1-0
Rated Blitz game,https://lichess.org/inMTKehY,2023.06.17,13:16:48,sanfoursn,Oliverw-w,1688,1726,1-0
Rated Blitz game,https://lichess.org/gPnl0ZHT,2023.06.17,13:08:15,Oliverw-w,tanso,1731,1732,0-1
Rated Blitz game,https://lichess.org/WxTW6oej,2023.06.17,07:41:35,Oliverw-w,pentathis,1736,1761,0-1
Rated Blitz game,https://lichess.org/bZsgtaab,2023.06.17,07:33:28,Nomadrobber,Oliverw-w,1780,1742,1-0
Rated Blitz game,https://lichess.org/j6betpAe,2023.06.17,07:27:28,Oliverw-w,trombone03,1748,1728,0-1
Rated Blitz game,https://lichess.org/h5QUC1la,2023.06.16,20:52:28,Raul-16,Oliverw-w,1726,1742,0-1
Rated Blitz game,https://lichess.org/UoODYbnW,2023.06.15,20:34:49,Oliverw-w,Danonek,1746,1847,0-1
Casual Blitz game,https://lichess.org/cDuTCx82,2023.06.15,19:57:57,Oliverw-w,Chizho_A1exandr,1746,2433,0-1
Casual Blitz game,https://lichess.org/YrRJuUgp,2023.06.15,19:49:28,Chizho_A1exandr,Oliverw-w,2433,1746,0-1
Casual Rapid game,https://lichess.org/CHHRIw1I,2023.06.15,19:22:58,Oliverw-w,Chizho_A1exandr,1712,2399,1/2-1/2
Casual Rapid game,https://lichess.org/JRHAjuns,2023.06.15,19:01:15,Chizho_A1exandr,Oliverw-w,2399,1712,1-0
Rated Blitz game,https://lichess.org/W7GbZhAv,2023.06.14,16:57:43,idiguic71,Oliverw-w,1753,1740,0-1
Rated Blitz game,https://lichess.org/pvI3ek7s,2023.06.14,16:50:20,Oliverw-w,NicestDicest,1745,1790,0-1
Rated Blitz game,https://lichess.org/CKybXG8l,2023.06.14,15:51:50,gvPablo,Oliverw-w,1787,1739,0-1
Rated Blitz game,https://lichess.org/aUPkylkZ,2023.06.14,12:21:42,Oliverw-w,Skifetym,1734,1671,1-0
Rated Blitz game,https://lichess.org/5UTjDUoS,2023.06.14,12:09:47,Balanchine,Oliverw-w,1732,1740,1-0
Rated Blitz game,https://lichess.org/cZSYTT9c,2023.06.14,10:04:49,Oliverw-w,veganic,1735,1710,1-0
≤2000 SuperBlitz Arena,https://lichess.org/oJpo82xK,2023.06.14,08:21:20,Oliverw-w,Jaywheel,1741,1700,0-1
Rated Blitz game,https://lichess.org/XUWJ0SUv,2023.06.13,21:45:37,Oliverw-w,cheguavera,1736,1700,1-0
Rated Blitz game,https://lichess.org/4z3ceNrM,2023.06.13,21:37:47,kaushal91,Oliverw-w,1678,1743,1-0
Casual Rapid game,https://lichess.org/9jy8Xnp1,2023.06.13,20:36:35,Oliverw-w,Chizho_A1exandr,1712,2399,1/2-1/2
Casual Rapid game,https://lichess.org/L4agkwMx,2023.06.13,20:13:45,Chizho_A1exandr,Oliverw-w,2399,1712,1-0
Rated Blitz game,https://lichess.org/5y272RsL,2023.06.13,18:08:43,slave125,Oliverw-w,1741,1748,1-0
Rated Blitz game,https://lichess.org/o6GFzxZS,2023.06.13,18:06:31,deno07,Oliverw-w,1774,1754,1-0
Rated Blitz game,https://lichess.org/QTlqIp5t,2023.06.13,17:56:40,Oliverw-w,bzoabdo,1759,1780,0-1
Rated Blitz game,https://lichess.org/aLdIR28t,2023.06.13,16:48:56,Oliverw-w,B72244936EIDAM,1753,1785,1-0
Rated Blitz game,https://lichess.org/t1OQutjA,2023.06.13,16:42:48,tayfurss,Oliverw-w,1736,1759,1-0
Rated Blitz game,https://lichess.org/YjVpQbXv,2023.06.13,16:38:57,joseph_friend,Oliverw-w,1733,1765,1-0
Rated Blitz game,https://lichess.org/kpplmBiy,2023.06.13,14:35:01,Oliverw-w,JRadik,1759,1769,1-0
Rated Blitz game,https://lichess.org/wdQhtLgO,2023.06.13,14:25:51,al-anzi,Oliverw-w,1779,1765,1-0
Rated Blitz game,https://lichess.org/ehDXnnHf,2023.06.12,18:19:04,Oliverw-w,Hossin62,1759,1747,1-0
Rated Blitz game,https://lichess.org/UovGxlag,2023.06.12,16:58:22,Oliverw-w,Now_u5,1754,1746,1-0
Rated Blitz game,https://lichess.org/jn087vpd,2023.06.12,16:52:06,Oliverw-w,wanicsom,1759,1771,0-1
Rated Blitz game,https://lichess.org/e8xHOLPQ,2023.06.12,10:33:31,Thiru345,Oliverw-w,1720,1754,0-1
Rated Blitz game,https://lichess.org/tdfWbBMT,2023.06.11,21:38:35,implayingblinfolded,Oliverw-w,1744,1748,0-1
Rated Blitz game,https://lichess.org/TIeAwkIE,2023.06.11,21:29:21,Oliverw-w,alex228337,1748,1802,1/2-1/2
Rated Blitz game,https://lichess.org/1Z8DoQ9B,2023.06.11,19:10:03,sobakinbf,Oliverw-w,1734,1742,0-1
Rated Blitz game,https://lichess.org/QXLzrPw8,2023.06.11,15:33:51,tschmidty,Oliverw-w,1677,1737,0-1
Rated Blitz game,https://lichess.org/K25zSsbZ,2023.06.11,15:24:56,Oliverw-w,fabianoooo,1743,1761,0-1
Rated Blitz game,https://lichess.org/x1X8lqeB,2023.06.11,15:19:08,MegascoliaMagulata,Oliverw-w,1779,1748,1-0
Rated Blitz game,https://lichess.org/QqwcYVDZ,2023.06.11,15:14:22,pythnel,Oliverw-w,1756,1754,1-0
Rated Blitz game,https://lichess.org/vcu3Qw5N,2023.06.11,15:07:50,Oliverw-w,markma5,1748,1724,1-0
Rated Blitz game,https://lichess.org/S9Lntsy7,2023.06.11,12:31:27,Oliverw-w,five_pm,1743,1732,1-0
Rated Blitz game,https://lichess.org/kuCeI0RY,2023.06.11,11:21:33,Oliverw-w,Henrypipa,1737,1744,1-0
Rated Blitz game,https://lichess.org/tSNKOUNA,2023.06.11,11:14:08,LN12,Oliverw-w,1741,1743,1-0
Rated Blitz game,https://lichess.org/vjmbIXWj,2023.06.11,10:23:06,N1ght_Hawk,Oliverw-w,1692,1738,0-1
Rated Blitz game,https://lichess.org/X1wPJ2Hu,2023.06.11,10:12:54,Fratellojaz123,Oliverw-w,1692,1744,1-0
Rated Blitz game,https://lichess.org/wq87U2gG,2023.06.10,20:54:26,Oliverw-w,Brady48,1738,1748,1-0
Rated Blitz game,https://lichess.org/m451jLUI,2023.06.10,19:45:48,Oliverw-w,MarcellDavisderEchte,1734,1617,1-0
Rated Blitz game,https://lichess.org/JoOxzwcK,2023.06.10,19:37:06,osman85,Oliverw-w,1745,1740,1-0
Rated Blitz game,https://lichess.org/YqYs0Fxo,2023.06.10,19:30:45,niknik49,Oliverw-w,1710,1735,0-1
Rated Blitz game,https://lichess.org/t1FZbE4O,2023.06.10,19:03:05,Oliverw-w,Supaslay,1731,1631,1-0
Rated Blitz game,https://lichess.org/lKGLiR7V,2023.06.10,18:58:38,Oliverw-w,rumra,1735,1803,0-1
Rated Blitz game,https://lichess.org/jJED8WpH,2023.06.10,18:01:34,DOKUZCANLI,Oliverw-w,1729,1741,1-0
Rated Blitz game,https://lichess.org/MPz9qfc9,2023.06.10,07:14:22,Oliverw-w,Brigantius,1735,1738,1-0
Rated Blitz game,https://lichess.org/ojFNoIgt,2023.06.09,08:52:20,Mahbub_Ahmed,Oliverw-w,1744,1729,0-1
Rated Blitz game,https://lichess.org/nK3oWURQ,2023.06.09,08:46:46,Oliverw-w,xlr8_jnn,1736,1692,0-1
Rated Blitz game,https://lichess.org/Pk8flNUw,2023.06.09,07:43:14,Arsham56,Oliverw-w,1703,1730,0-1
Rated Blitz game,https://lichess.org/PMXEcEMz,2023.06.08,20:12:51,Oliverw-w,RokitaBoruta,1737,1710,0-1
Rated Blitz game,https://lichess.org/qPJtAQeF,2023.06.08,20:08:09,abls_ok,Oliverw-w,1747,1742,1-0
Rated Blitz game,https://lichess.org/LYHly7ms,2023.06.08,20:03:48,Ami126,Oliverw-w,1734,1736,0-1
Rated Blitz game,https://lichess.org/RaD3rHFi,2023.06.08,19:58:11,Oliverw-w,strategy_king,1731,1727,1-0
Rated Blitz game,https://lichess.org/NazjaN8Y,2023.06.08,17:45:54,Oliverw-w,e4cool,1731,1705,1/2-1/2
Rated Blitz game,https://lichess.org/7zS5gb0u,2023.06.08,17:36:02,Flannelfrenzy,Oliverw-w,1731,1737,1-0
Rated Blitz game,https://lichess.org/mrMtUlNs,2023.06.08,17:28:40,borgov71,Oliverw-w,1706,1732,0-1
Rated Blitz game,https://lichess.org/ZiQyAaZj,2023.06.08,17:24:05,Oliverw-w,mnunesg3,1727,1649,1-0
Rated Blitz game,https://lichess.org/kGG0xoVR,2023.06.08,17:15:48,ahmed_bms_99,Oliverw-w,1652,1734,1-0
Rated Blitz game,https://lichess.org/41KZ2up4,2023.06.08,15:23:04,Oliverw-w,luvkombucha,1730,1642,1-0
Rated Blitz game,https://lichess.org/xo4O1HKB,2023.06.07,20:59:05,Oliverw-w,alvisinger,1735,1765,0-1
Rated Blitz game,https://lichess.org/rrCXeQO0,2023.06.07,20:13:22,Oliverw-w,JKK73,1742,1694,0-1
Rated Blitz game,https://lichess.org/fLVDi0Xa,2023.06.07,20:04:16,sadegh89,Oliverw-w,1745,1747,1-0
Rated Blitz game,https://lichess.org/XM8tkQ0r,2023.06.07,15:51:08,xinerg,Oliverw-w,1837,1740,0-1
Rated Blitz game,https://lichess.org/FmQSWaNB,2023.06.07,15:44:14,Oliverw-w,glurthy,1744,1837,0-1
Casual Rapid game,https://lichess.org/F9Md66QF,2023.06.07,12:15:12,Oliverw-w,Chizho_A1exandr,1712,2399,0-1
Casual Rapid game,https://lichess.org/FuCvee1U,2023.06.07,11:53:04,Chizho_A1exandr,Oliverw-w,2399,1712,1-0
Rated Blitz game,https://lichess.org/yrANs6eI,2023.06.07,11:39:10,Mohanad1,Oliverw-w,1699,1739,0-1
Rated Blitz game,https://lichess.org/osSwD8Gk,2023.06.07,11:28:10,Oliverw-w,maortt,1745,1747,0-1
Rated Blitz game,https://lichess.org/cxXwxJNj,2023.06.07,08:50:15,K8952,Oliverw-w,1778,1738,0-1
Rated Blitz game,https://lichess.org/AjPc4q2D,2023.06.07,08:41:32,Thimmy,Oliverw-w,1766,1744,1-0
≤2000 SuperBlitz Arena,https://lichess.org/LchtKFww,2023.06.06,20:35:13,Oliverw-w,KARIM172,1737,1806,1-0
≤2000 SuperBlitz Arena,https://lichess.org/BoJylT3E,2023.06.06,20:28:40,damirisshark,Oliverw-w,1492,1746,1-0
≤2000 SuperBlitz Arena,https://lichess.org/RoWhIfAm,2023.06.06,20:22:30,Oliverw-w,w4lt3r,1748,1640,1/2-1/2
Rated Blitz game,https://lichess.org/LXl1Hr7W,2023.06.06,19:37:41,Oliverw-w,arishavit,1755,1652,0-1
Rated Blitz game,https://lichess.org/UMTDCW1X,2023.06.06,19:32:54,Lewiswhatmore99,Oliverw-w,1779,1761,1-0
Daily Blitz Arena,https://lichess.org/G3ygkMcn,2023.06.06,19:04:26,Oliverw-w,victor51,1766,1786,0-1
Rated Blitz game,https://lichess.org/9uCoDfFA,2023.06.06,18:39:03,Oliverw-w,pablotu,1760,1757,1-0
Casual Blitz game,https://lichess.org/KPCch6De,2023.06.06,17:28:49,waltalgg,Oliverw-w,1944,1760,1-0
Casual Blitz game,https://lichess.org/jW3ne0qm,2023.06.06,17:22:04,waltalgg,Oliverw-w,1944,1760,1-0
Casual Blitz game,https://lichess.org/dlVrNVss,2023.06.06,17:04:32,Oliverw-w,waltalgg,1760,1944,1-0
Rated Blitz game,https://lichess.org/9xciOs33,2023.06.06,16:15:22,Logisver60,Oliverw-w,1747,1755,0-1
Rated Blitz game,https://lichess.org/SvjCThl8,2023.06.06,15:02:05,Oliverw-w,TulioAguilar,1751,1631,1-0
Rated Blitz game,https://lichess.org/XFci5Ent,2023.06.06,14:37:55,Oliverw-w,davronds,1751,1722,1/2-1/2
≤2000 Blitz Arena,https://lichess.org/plgNtCJF,2023.06.06,13:27:03,aguscaki,Oliverw-w,1746,1746,0-1
Rated Blitz game,https://lichess.org/4lHl3Rlj,2023.06.06,08:33:02,RamilMangente,Oliverw-w,1751,1751,1-0
Rated Blitz game,https://lichess.org/HpjHWeCT,2023.06.06,08:21:51,Oliverw-w,ildarmarakaev,1756,1805,0-1
Rated Blitz game,https://lichess.org/sdYRfWmm,2023.06.06,08:15:01,islanov45,Oliverw-w,1881,1760,1-0
Rated Blitz game,https://lichess.org/eZOUUAnK,2023.06.06,07:31:04,Oliverw-w,jonathanlund123,1752,1892,1-0
Rated Blitz game,https://lichess.org/iSw0VdMP,2023.06.06,07:04:26,Oliverw-w,Julius_97,1747,1724,1-0
≤2000 Blitz Arena,https://lichess.org/2eIOfOJy,2023.06.05,21:12:01,Shev2703,Oliverw-w,1827,1740,0-1
≤2000 Blitz Arena,https://lichess.org/A7gqMdlq,2023.06.05,21:01:26,Oliverw-w,thelittledoglaughed,1734,1738,1-0
Rated Blitz game,https://lichess.org/d0MYoHtR,2023.06.05,18:24:41,fallrueckzieher,Oliverw-w,1660,1729,0-1
Rated Blitz game,https://lichess.org/i296sbvs,2023.06.05,17:23:42,vazchess,Oliverw-w,1708,1724,0-1
Rated Blitz game,https://lichess.org/tMwTcau4,2023.06.05,17:16:26,SergeevMatvey80,Oliverw-w,1720,1730,1-0
Rated Blitz game,https://lichess.org/rfbyscgP,2023.06.05,16:36:47,Oliverw-w,Pilsbierbursche,1724,1752,1-0
Rated Blitz game,https://lichess.org/hHXYgAud,2023.06.05,15:51:23,Oliverw-w,Erem7,1730,1688,0-1
Rated Blitz game,https://lichess.org/U0xuPJ1d,2023.06.05,15:15:24,taras85,Oliverw-w,1733,1724,0-1
Rated Blitz game,https://lichess.org/xQZCEmzx,2023.06.05,15:09:56,Letusplay100,Oliverw-w,1669,1731,1-0
Rated Blitz game,https://lichess.org/cUhIRQdx,2023.06.05,11:23:56,Oliverw-w,omid-hg07,1725,1699,1-0
Rated Blitz game,https://lichess.org/RqtbenQd,2023.06.05,08:47:12,Oliverw-w,gspeedyoube,1719,1747,1-0
Rated Blitz game,https://lichess.org/MmOxEvWY,2023.06.05,05:43:07,diksword,Oliverw-w,1676,1714,0-1
Casual Rapid game,https://lichess.org/QDV0Wd9y,2023.06.04,20:47:46,Chizho_A1exandr,Oliverw-w,2399,1712,1-0
Casual Rapid game,https://lichess.org/83iRshRG,2023.06.04,20:15:37,Chizho_A1exandr,Oliverw-w,2399,1712,1-0
Rated Blitz game,https://lichess.org/eE57UBQ3,2023.06.04,19:00:15,Oliverw-w,samukapapai10,1718,1815,0-1
Rated Blitz game,https://lichess.org/fMf6awY3,2023.06.04,18:44:36,mulefoot,Oliverw-w,1736,1712,0-1
Rated Blitz game,https://lichess.org/1ngLp8aY,2023.06.04,17:02:52,jcaparros,Oliverw-w,1738,1706,0-1
Rated Blitz game,https://lichess.org/pjVzPAgU,2023.06.04,16:51:04,Oliverw-w,tommat8,1712,1707,0-1
Rated Blitz game,https://lichess.org/Po6RXwQZ,2023.06.04,14:05:54,Oliverw-w,Devilala,1718,1679,0-1
Rated Blitz game,https://lichess.org/uOr4dpGI,2023.06.04,13:59:06,JLTRV,Oliverw-w,1748,1723,1-0
Rated Blitz game,https://lichess.org/vcOPbr7q,2023.06.04,13:50:11,Oliverw-w,ffchs,1729,1724,0-1
Rated Blitz game,https://lichess.org/V6IxXAFn,2023.06.04,13:42:43,josefmccrum,Oliverw-w,1676,1736,1-0
Rated Blitz game,https://lichess.org/bxyo2Ru1,2023.06.04,12:46:22,Oliverw-w,Triumphvic,1730,1723,1-0
Rated Blitz game,https://lichess.org/bLW1UqqN,2023.06.04,12:37:22,Hamza-1962,Oliverw-w,1753,1736,1-0
Rated Blitz game,https://lichess.org/sMa6USo3,2023.06.04,10:10:40,Smithoid,Oliverw-w,1753,1729,0-1
Rated Blitz game,https://lichess.org/pZdt9Mgj,2023.06.03,22:45:36,aminovskiy,Oliverw-w,1744,1735,1-0
Rated Blitz game,https://lichess.org/jwK4I5Rj,2023.06.03,20:51:33,Oliverw-w,dizual,1729,1729,1-0
Casual Bullet game,https://lichess.org/ghnu2FsC,2023.06.03,20:47:22,Chizho_A1exandr,Oliverw-w,2486,1800,1-0
Casual Bullet game,https://lichess.org/TJ0Nmq5K,2023.06.03,20:45:46,Oliverw-w,Chizho_A1exandr,1800,2486,0-1
Casual Bullet game,https://lichess.org/pUVvc8mx,2023.06.03,20:43:47,Chizho_A1exandr,Oliverw-w,2486,1800,1-0
Casual Blitz game,https://lichess.org/OHx2ozxv,2023.06.03,20:34:57,Chizho_A1exandr,Oliverw-w,2447,1729,1-0
Casual Blitz game,https://lichess.org/uWEFbTz1,2023.06.03,20:29:49,Oliverw-w,Chizho_A1exandr,1729,2447,0-1
Casual Rapid game,https://lichess.org/7Ld9LHPY,2023.06.03,20:14:57,Oliverw-w,Chizho_A1exandr,1712,2399,0-1
